Reference Area,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Dumfries and Galloway,38.8,42.22,42.63,44.68,46.44,47.38,51.81,50.7,51.7,55.9,55.1,56.1,57.6,59.1,60.1
