Reference area,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1
Scotland,2430600,2439100,2436000,2441800,2450500,2453900,2463600,2473100,2498100,2508500,2518600,2523800,2524700,2532600,2543800,2550000,2529400,2526800,2515000,2502800,2492400,2470100,2462300,2465900,2468600,2470900,2469400,2462700,2463800
